<<<<<<< HEAD
report_id,recommendation_id,recipient,made,recommendation,recommendation_text,extra_recommendation_context,reply_text,response_category
1997_211,032/98,Kawarau Jet,1998-06-08,"Modifies the engine cover securing arrangement on all their boats so that the cover remains closed in the event of the craft rolling, to improve the effectiveness of the antenna arch as a roll bar.","Modifies the engine cover securing arrangement on all their boats so that the cover remains closed in the event of the craft rolling, to improve the effectiveness of the antenna arch as a roll bar.",,This recommendation will be considered at the annual general meeting of the Commercial Jet Boat Association on 11 July 1998.,
1997_211,027/98,MSA,1998-06-08,"include in the Maritime Rules, Part 80 [Marine Craft Involved In Adventure Tourism] the requirement for all commercial jet boats operating in braided rivers to be fitted with a roll bar, or similar device, of sufficient height and strength to afford passengers adequate occupiable space under the boat in the event of it rolling across terrain.","include in the Maritime Rules, Part 80 [Marine Craft Involved In Adventure Tourism] the requirement for all commercial jet boats operating in braided rivers to be fitted with a roll bar, or similar device, of sufficient height and strength to afford passengers adequate occupiable space under the boat in the event of it rolling across terrain.",,"We intend to consult with the industry and investigate fully the implementation of [this recommendation] in relation to:
(a) other operational safety issues that may arise; and
(b) the costs involved
before we could incorporate [this provision] in the rules.

The retro-fitting of roll bars or similar devices may require changes to boat's design or structure.

[See also recipient's other comment]",
1998_202,049/98,Lyttelton Harbour Cruises,1998-06-05,He ensure that skippers of ferries adhere to the 5 knot speed restriction when within the inner harbour.  In the absence of a speed indicator he should specify the engine rpm that corresponds to the required speed.,He ensure that skippers of ferries adhere to the 5 knot speed restriction when within the inner harbour.  In the absence of a speed indicator he should specify the engine rpm that corresponds to the required speed.,,Our main passenger vessel Onawe is to be fitted with a digital log to record accurate speed.  This will happen by Friday 12th June.  The Waipapa's speed will be recorded by engine revolutions alongside the Onawe at 5 knots.,
1998_202,036/98,Lyttelton Port Co.,1998-06-05,"He extend the requirement to notify the Lyttelton Signal Tower of vessel movements into, out of or within the port to include all commercial vessels regardless of their size or nature of operation.","He extend the requirement to notify the Lyttelton Signal Tower of vessel movements into, out of or within the port to include all commercial vessels regardless of their size or nature of operation.",,The recommendation ... has been implemented and is now complete.,
1998_202,034/98,Lyttelton Harbour Cruises,1998-06-05,"Regardless of any legislative requirement to do so, he instruct the skippers of ferries to report their arrivals and departures to the Lyttelton Signal Tower on VHF channel 12.","Regardless of any legislative requirement to do so, he instruct the skippers of ferries to report their arrivals and departures to the Lyttelton Signal Tower on VHF channel 12.",,"After discussion with Lyttelton Harbourmaster this morning, 9/6/98, we have both agreed with this recommendation.  It will be put into practice immediately.",
1998_202,050/98,Lyttelton Port Co.,1998-06-05,"He ensures that all vessels using the Port of Lyttelton are aware of, and adhere to, the 5 knot speed restriction in the inner harbour.","He ensures that all vessels using the Port of Lyttelton are aware of, and adhere to, the 5 knot speed restriction in the inner harbour.",,The recommendation ... is intended to be implemented by 30th June 1998.,
1998_202,035/98,Lyttelton Harbour Cruises,1998-06-05,"He remind skippers of ferries that when operating in any area with other vessels, they are to adhere to the provisions of the Shipping (Distress and Prevention of Collision) Regulations 1988 as per the Canterbury Regional Council Harbour Bylaws.","He remind skippers of ferries that when operating in any area with other vessels, they are to adhere to the provisions of the Shipping (Distress and Prevention of Collision) Regulations 1988 as per the Canterbury Regional Council Harbour Bylaws.",,Each skipper will be required to re-read and adhere to these regulations.,
1998_005,046/98,Allied Signal,1998-06-02,"Advises all current users of the AlliedSignal (Lycoming) LTS101 engine to inspect and check tighten each 'B' nut that secures the Pr and Pg accumulators to their respective pressure line, inspect and check tighten the 'B' nut that secures the Py line to the over speed governor, and to report to the manufacturer any instances of loose fittings.","Advises all current users of the AlliedSignal (Lycoming) LTS101 engine to inspect and check tighten each 'B' nut that secures the Pr and Pg accumulators to their respective pressure line, inspect and check tighten the 'B' nut that secures the Py line to the over speed governor, and to report to the manufacturer any instances of loose fittings.",,"...a Customer Service Letter (CSL) will be issued informing LTS101 operators and maintenance facilities of the accumulator separation and emphasising the importance of inspecting this and all pneumatic system connections and lines for proper installation and integrity.  This CSL has been drafted, is being reviewed, and is expected to be released by October 30, 1998.",
1998_005,047/98,Allied Signal,1998-06-02,"Reviews the adequacy of the provision for securing the Pr and Pg accumulator 'B' nuts to their respective fitting in their pressure line, on the LTS101 engine.","Reviews the adequacy of the provision for securing the Pr and Pg accumulator 'B' nuts to their respective fitting in their pressure line, on the LTS101 engine.",,"... AlliedSignal has reviewed the adequacy of the provision for securing the accumulator to the engine fitting, however, AlliedSignal does not have design authority to make changes to this part.  Accordingly, the safety recommendation will be forwarded to both airframe customers and the FAA for their consideration.",
1998_005,045/98,CAA,1998-06-02,"Advise all New Zealand operators of the AlliedSignal (Lycoming) LTS101 engine to inspect and check tighten each 'B' nut that secures the Pr and Pg accumulators to their respective pressure line, inspect and check tighten the 'B' nut that secures the Py line to the over speed governor, and to report to the CAA any instances of loose fittings.","Advise all New Zealand operators of the AlliedSignal (Lycoming) LTS101 engine to inspect and check tighten each 'B' nut that secures the Pr and Pg accumulators to their respective pressure line, inspect and check tighten the 'B' nut that secures the Py line to the over speed governor, and to report to the CAA any instances of loose fittings.",,"CAA has already written to all operators of ASD350 helicopters with AlliedSignal LTS101 engines, advising them that they should take the actions specified in your final safety recommendation.",
1997_012,010/98,MoT,1998-05-15,"Require the CAA to implement, as soon as practicable, a system which will ensure any instances of operator non-compliance and non-conformance which are identified by, or to, the Authority are corrected promptly or sanctions automatically follow.","Require the CAA to implement, as soon as practicable, a system which will ensure any instances of operator non-compliance and non-conformance which are identified by, or to, the Authority are corrected promptly or sanctions automatically follow.",,"The Civil Aviation Act requires the Civil Aviation Authority to monitor adherence to safety standards and places specific responsibility on the Director of Civil Aviation to enforce compliance with the provisions of the Act and the rules made under the Act.  The Director has statutory discretion with respect to the exercise of this function and is not subject to the requirements or directions of the Minister.

The Director has a range of options for responding when non-compliance is identified by, or to, the Authority.  These options include safety education and voluntary compliance measures, varying the conditions or scope of privileges of an aviation document and ultimately revocation of the document and/or prosecution through the courts.

The legislation envisages judgements being made as to the appropriateness of the response having regard to the seriousness of the non-compliance and other information available to the Director, rather than a system of automatic sanctions.

I am advised by the Director of Civil Aviation that he has recently established a co-ordination committee under the control of the Deputy Director which is aimed at improving the appropriateness and consistency of CAA actions, and ensuring a timely response to incidents of non-compliance.

This committee will review the TAIC report and consider the scope for earlier and firmer ""sanctions"" for consideration in the future exercise of the Director's enforcement and safety discretion.",
1997_110,097/97,LTSA,1998-05-01,"In conjunction with Transit New Zealand, implements a safety programme to ensure that the grantees of private level crossings which are used by long vehicles and which do not have sufficient stacking distance from the nearest road intersection, display this information to drivers in such a position that it can be seen before they turn into the private road.","In conjunction with Transit New Zealand, implements a safety programme to ensure that the grantees of private level crossings which are used by long vehicles and which do not have sufficient stacking distance from the nearest road intersection, display this information to drivers in such a position that it can be seen before they turn into the private road.",,Owners of property with level crossings not used by the public are not obliged to consider signing level crossings in accordance with the Traffic Regulations.  The LTSA therefore cannot ensure that any particular action is taken by these owners.  The LTSA recognises the problems of crossings with short stacking distance.  The LTSA is not aware of signing which can be positioned to give a clear and effective warning to traffic approaching level crossings with constrained stacking distances.  However the LTSA will investigate the development of such a sign available for use at all crossings with constrained stacking distances.  This investigation would be implemented through the Traffic Control Devices Rule which is programmed to commence in June 1998.  The result of this process will be communicated to all road controlling authorities and grantees of private level crossings together with advice on traffic management options.,
1997_110,105/97,Transit NZ,1998-05-01,"In conjunction with the relevant local Councils, takes all practical steps to ensure sufficient stacking distance is provided on the approach to all existing private level crossings for the driver to stop any truck and trailer of maximum permissible length, clear of the rail track without creating a hazard to other road users.","In conjunction with the relevant local Councils, takes all practical steps to ensure sufficient stacking distance is provided on the approach to all existing private level crossings for the driver to stop any truck and trailer of maximum permissible length, clear of the rail track without creating a hazard to other road users.",,"As your report has noted to the Director of LTSA, the key initiative is driver education which is an area that the LTSA itself is addressing through media and industry communication.  This may not always secure a satisfactory outcome and specific signing of some of those crossings will be necessary.  Like any private access to a road, the responsibility for the access itself (including that relating to road safety) lies with the landowner rather than the road controlling authority.  Transit would expect the private land owner to take any initiatives for improvement such as physical works or signposting.  In many situations Transit can and does assist with the siting of signs on the state highway, however, it is generally not appropriate for Transit to provide public funding for improvements to private crossings.",
1997_110,100/97,Tranz Rail,1998-05-01,"In conjunction with the Director of Land Transport Safety, implements a safety programme to ensure private level crossings held under deed of grant achieve signage consistent with the requirements for public level crossings.","In conjunction with the Director of Land Transport Safety, implements a safety programme to ensure private level crossings held under deed of grant achieve signage consistent with the requirements for public level crossings.",,Tranz Rail has had discussions with LTSA to put in place a strategy to implement this recommendation for those private crossing over which the public at large is invited to travel.,
1997_110,095/97,LTSA,1998-05-01,Formulates a safety education programme for all operators of long vehicles using private level crossings with insufficient stacking distance from the nearest road intersection.,Formulates a safety education programme for all operators of long vehicles using private level crossings with insufficient stacking distance from the nearest road intersection.,,The LTSA will provide road user information for media and industry communication channels.  The information will necessarily be of a general warning nature as individual circumstances and locations present truck drivers with differing opportunities to take mitigating action.,
1997_110,103/97,NZ Dairy Board,1998-05-01,Advises the Chief Executives of each New Zealand Dairy Company to review each private railway level crossing used by their company and where there is insufficient stacking distance for a truck and trailer unit to; draw attention to this on the driver's load sheet and arrange for collection to be made from such properties in daylight hours only and preferably from a left turn off the adjacent public roadway.,Advises the Chief Executives of each New Zealand Dairy Company to review each private railway level crossing used by their company and where there is insufficient stacking distance for a truck and trailer unit to; draw attention to this on the driver's load sheet and arrange for collection to be made from such properties in daylight hours only and preferably from a left turn off the adjacent public roadway.,,"I am pleased to advise that I have adopted your recommendation and have written to the Chief Executives of all dairy companies advising them of your recommendation.  In addition, I have asked them to advise me of any difficulties they have in implementing that recommendation and I in turn will inform you of the advice I receive.",
1997_110,098/97,Tranz Rail,1998-05-01,Reviews all deeds of grant for private level crossings issued before the formation of Tranz Rail to ensure that the grantees either have their crossings upgraded to the present standards required by Tranz Rail or arrange alternate access to their property for vehicles that are at risk.,Reviews all deeds of grant for private level crossings issued before the formation of Tranz Rail to ensure that the grantees either have their crossings upgraded to the present standards required by Tranz Rail or arrange alternate access to their property for vehicles that are at risk.,,Tranz Rail does intend to review all deeds of grant as recommended.,
1997_110,115/97,Tranz Rail,1998-05-01,Amends the Tranz Rail Rules and Regulations on the setting of locomotive headlights by LEs to require the headlights to be on full beam when trains are approaching level crossings at night.,Amends the Tranz Rail Rules and Regulations on the setting of locomotive headlights by LEs to require the headlights to be on full beam when trains are approaching level crossings at night.,,In view of your recommendation Tranz Rail does consider this to be a viewpoint which needs some detailed analysis with regards to amending our current Rules & Regulations.  As there are many issues to consider we presently cannot agree to the recommendation without further research into the matter.  That research needs to be carried out jointly with the LTSA with respect to the safety risks associated with road traffic travelling near to the railway being affected by bright lights at night.,
1997_110,101/97,Tranz Rail,1998-05-01,Formulates a safety education programme to encourage the holders of statutory level crossings to achieve the safety standards proposed for private level crossings held under deed of grant.,Formulates a safety education programme to encourage the holders of statutory level crossings to achieve the safety standards proposed for private level crossings held under deed of grant.,,Tranz Rail will review the improvements required at Statutory level crossings and implement them as necessary in conjunction with those crossings covered by recommendation 100/97.,
1997_110,096/97,LTSA,1998-05-01,In conjunction with Tranz Rail implements a safety programme to ensure private level crossings held under deed of grant achieve signage consistent with the requirements for public level crossings.,In conjunction with Tranz Rail implements a safety programme to ensure private level crossings held under deed of grant achieve signage consistent with the requirements for public level crossings.,,"The Land Transport Safety Act 1993 requires the LTSA to undertake activities that promote safety in land transport at reasonable cost.  The LTSA may not establish safety standards unless the value of the benefits to the nation exceed the costs.  The discussion document ""Road Signs and Markings for Railway Level Crossings"" issued by the LTSA for consultation in February 1994 proposed a minimum level of treatment to be provided at any level crossing (public or private).  The consultation and evaluation failed to establish that the project could meet the reasonable cost requirement.  Regulation 124(1) of the Traffic Regulations 1976 states that every controlling authority shall erect such warning signs before a level crossing as it considers necessary to inform drivers of the level crossing and to promote safe responses from drivers approaching and crossing the level crossing.  The Traffic Regulations make no distinctions based on ownership of level crossings; obligations upon owners depend on public usage.  Regulation 124(1) applies to level crossings which are used by the public.  The 4th Schedule of the Traffic Regulations 1976 specified the signs which may be used.  The manual of Traffic Signs and Markings issued jointly by Transit New Zealand and the LTSA contain a recommended minimum treatment for level crossings used by the public, where annual average daily traffic is below 50 vehicles.  The Traffic Regulations 1976 require new signs to be in place by 31 December 2000.  The LTSA considers implementation by road controlling authorities and rail operators of the new signs and markings at all public crossings to be the highest priority at present and any extension subsequently to private crossings would be at the discretion of individual roading authorities.",
1997_110,104/97,Transit NZ,1998-05-01,"In conjunction with the Director of Land Transport Safety, implements a safety programme to ensure that existing private level crossings used by long vehicles, and which do not have sufficient stacking distance from the nearest road intersection, display this information to drivers in such a position that it can be seen before they turn into the private road.","In conjunction with the Director of Land Transport Safety, implements a safety programme to ensure that existing private level crossings used by long vehicles, and which do not have sufficient stacking distance from the nearest road intersection, display this information to drivers in such a position that it can be seen before they turn into the private road.",,"The LTSA is the lead agency.  Transit is aware, however, that LTSA is investigating the development of a suitable sign for use at all crossings with constrained stacking distances.  Transit will support that initiative as appropriate.",
1997_110,099/97,Tranz Rail,1998-05-01,"Accelerates the current five year programme to fit supplementary flashing ditch lights to locomotives with the aim of completing the programme by December 2000, and ensures procedures for their use enhance the conspicuity of locomotives approaching any passively controlled level crossing.","Accelerates the current five year programme to fit supplementary flashing ditch lights to locomotives with the aim of completing the programme by December 2000, and ensures procedures for their use enhance the conspicuity of locomotives approaching any passively controlled level crossing.",,Tranz Rail has reviewed its current programme and is looking at ways of accelerating the project.,
1997_110,116/97,Tranz Rail,1998-05-01,Considers amending the Tranz Rail Rules and Regulations to encourage the proactive use of train whistles when approaching level crossings at night.,Considers amending the Tranz Rail Rules and Regulations to encourage the proactive use of train whistles when approaching level crossings at night.,,"We do not intend to adopt the safety recommendation.  Prior to 1992 Rule 73 (n) and a mandatory requirement on Locomotive Engineers that when they were approaching public level crossings they were to sound the locomotive whistle.  The result of this was that we were continually receiving complaints in regard to noise in built up areas at night, with Plimmerton being one area where we came under particular attack to the extent that the Porirua City Council Health Department was involved by the residents concerned.  Noise readings were taken by the Council and they also employed the services of a noise pollution expert who was also working on noise nuisance created at the Wellington Airport.  One of the outcomes of the noise readings taken by the Council showed that not all our Locomotive Engineers were in fact abiding by the Companies rules and sounding the whistle.  After numerous meetings with Council it was agreed by the Company that we would change our rule to give the Locomotive Engineer more control of the use of the whistle depending on the circumstances as he saw them at the time that his train was approaching a level crossing.  As a responsible Company I do not believe that we would want to move back to a situation where we went back to creating unnecessary noise pollution by increased use of our locomotive whistles.  In other words our current rule meets the needs of safety and also the wishes of the community in regard to an acceptable level of noise pollution.",
1997_110,102/97,Tranz Rail,1998-05-01,Arranges to install a cab warning light to indicate whenever the locomotive headlight is not on full beam for any reason.,Arranges to install a cab warning light to indicate whenever the locomotive headlight is not on full beam for any reason.,,"Switches are marked and clear instructions exist on the requirements of the Operation of Headlights.  The LE knows the state of his headlights during use at night by observation.  However, with safety recommendation (102/97) in mind, Tranz Rail will review the current status of in-cab switch markings and if necessary improve these.  The feasibility of fitting warning lights when locomotive are overhauled will be investigated.",
1998_105,022/98,OSH Dept of Labour,1998-04-24,"[the LTSA, MSA and OSH] Immediately bring the potential problem of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.","[the LTSA, MSA and OSH] Immediately bring the potential problem of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.",,[see respondent's other comment],
1998_105,017/98,LTSA,1998-04-24,"[the LTSA, MSA and OSH] Liaise as necessary to bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where it is considered the use of dissimilar interlocking systems could result in similar substandard practices.","[the LTSA, MSA and OSH] Liaise as necessary to bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where it is considered the use of dissimilar interlocking systems could result in similar substandard practices.",,"As previously advised, Land Transport Safety Authority (LTSA) considers your recommendation (017/98) regarding contacting ""safety agencies in other countries"" would be more appropriately directed to the Ministry of Transport.  This Authority has now discussed this recommendation with the Ministry of Transport and, as a result of these discussions, LTSA will contact our counterparts in the UK, USA and Canada.  As requested the formal LTSA response for recommendation 017/98 is:
â€¢  LTSA will adopt this safety recommendation.
â€¢  LTSA will now contact the LTSA counterparts in the UK, USA and Canada.",
1998_105,020/98,MSA,1998-04-24,"[the LTSA, MSA and OSH] Bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where it is considered the use of dissimilar interlocking systems could result in similar substandard practices.","[the LTSA, MSA and OSH] Bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where it is considered the use of dissimilar interlocking systems could result in similar substandard practices.",,We will inform and suggest to the Institute of International Container Lessors Ltd that they publicise the need to transport stacks of flat top containers in the manner for which they were designed and intended to be transported.,
1998_105,015/98,LTSA,1998-04-24,"[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complies with appropriate standard.","[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complies with appropriate standard.",,LTSA has faxed New Zealand relevant road and rail organisations to make them (a) aware of the danger in transporting insecure flat rack pods and (b) to seek assurances that no more of these pods are transported without proper restraints.,
1998_105,023/98,OSH Dept of Labour,1998-04-24,"[the LTSA, MSA and OSH] Bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where is considered the use of dissimilar interlocking systems could result in similar substandard practices.","[the LTSA, MSA and OSH] Bring the problem of substandard connections between stacked bases to the attention of safety agencies in other countries where is considered the use of dissimilar interlocking systems could result in similar substandard practices.",,[see respondent's other comment],
1998_105,018/98,MSA,1998-04-24,"[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complies with an appropriate standard.","[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complies with an appropriate standard.",,"We will advise the shipping industry of our concern that flat top containers are being transported in this manner.  We will also suggest to the Institute of International Containers Lessors Ltd that they include the inspection of the twist locks, and other securing arrangements for the purposes of stacking flat top containers, in their Guide for Container Equipment Inspection.",
1998_105,021/98,OSH Dept of Labour,1998-04-24,"[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complied with an appropriate standard.","[the LTSA, MSA and OSH] Liaise as necessary to immediately bring to the attention of the relevant sectors of the New Zealand land and sea transport industry the need to be alert to sub-standard connection of stacks of bases and replace such connections with a system which complied with an appropriate standard.",,[see respondent's other comment],
1998_105,016/98,LTSA,1998-04-24,"[the LTSA, MSA and OSH] Immediately bring the potential problem of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.","[the LTSA, MSA and OSH] Immediately bring the potential problem of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.",,"LTSA has discussed the issue with appropriate rail & road authorities in Australia, and your letter of 24 March has been faxed to them under a cover note for their further consideration and action.",
1998_105,019/98,MSA,1998-04-24,"[the LTSA, MSA and OSH] Immediately bring the potential of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.","[the LTSA, MSA and OSH] Immediately bring the potential of substandard connections between stacked bases to the attention of appropriate Australian transport safety agencies.",,We will be making arrangements to inform and discuss the issues with the Australian Maritime Safety Authority.,
1997_209,006/98,Sea-tow,1998-04-23,"Install remote control for the towing winches on their tugs in a location where the winch operator can effectively communicate with the skipper, and can work in relative safety with a good view of the tow line.","Install remote control for the towing winches on their tugs in a location where the winch operator can effectively communicate with the skipper, and can work in relative safety with a good view of the tow line.",,"Sea-Tow believes that the winch operator should remain at the winch, so that he is closer to the engine room in case of an engine stall, and he can assist on deck with making up and letting go the tow.  Sea-Tow proposes the following instead:
â€¢  communications will at all times be carried out by the use of hands-free walkie talkies, and;
â€¢  a platform will be built, in the case of the Sea-Tow 22, so that the winch operator has a more secure position in which to work.",
1997_209,001/98,Grey DC,1998-04-23,"Take the necessary steps to acquire the powers of a harbourmaster under the Harbours Act, and make by-laws giving those powers to an appropriate officer of the council.","Take the necessary steps to acquire the powers of a harbourmaster under the Harbours Act, and make by-laws giving those powers to an appropriate officer of the council.",,"An amendment to the Greymouth Harbour Bylaws 1969 to provide a compulsory pilotage and pilotage exemption scheme is being drawn up for consideration by the Council.  It is expected that, if Council approves, the recommendations could be implement by 31 December 1998.",
1997_209,004/98,Sea-tow,1998-04-23,Continue to implement good crew resource management on all of their tugs.,Continue to implement good crew resource management on all of their tugs.,,This has always been the endeavour of the company and will continue to be aggressively pursued in the future.,
1997_209,002/98,Grey DC,1998-04-23,"Consider introducing a compulsory pilot, and pilot exemption scheme for the Greymouth Harbour.","Consider introducing a compulsory pilot, and pilot exemption scheme for the Greymouth Harbour.",,"Recommendations have been made to the Grey District Council that staff resource be enhanced by: (a)  Upgrading the position of Harbour Supervisor to Operations Manager/Harbourmaster and retaining the present officer in the upgraded position; (b)  Engaging on part-time contract a maritime operations adviser and Chief Pilot with the qualifications of Master Mariner, to provide professional support to the Operations Manager/Harbourmaster and oversee pilotage and pilotage exemptions functions. (c)  Enlisting a team of part-time contract pilots to provide pilotage.  Action taken is: Potential candidates for the positions of maritime operations adviser and Chief Pilot and part-time contract pilots have been contacted.  Most have declined the position, but three interested candidates have been identified.  A job description and employment contract is being drawn up so that an appointment can be pursued.",
1997_209,005/98,Sea-tow,1998-04-23,"Clarify and reinforce the procedure whereby all barges must be manned when in or approaching confined waters.  As these procedures will vary between ports, consultation with the relevant port authorities should be undertaken.","Clarify and reinforce the procedure whereby all barges must be manned when in or approaching confined waters.  As these procedures will vary between ports, consultation with the relevant port authorities should be undertaken.",,"The manning of barges on entering and leaving harbours has always been a requirement at Sea-Tow; however, the point at which the crew is transferred to and retrieved from the barge varies at different ports.  Transfer is effected by the tug, assist tug, or pilot boat.  In some cases, such as Brisbane, Melbourne, Auckland etc. this is not carried out, but prior to berthing, the crew board the barge via the tug or pilot boat.",
1997_209,003/98,Sea-tow,1998-04-23,"Liaise with the appropriate sea staff and document recommended procedures for deep-sea and harbour towing, including guide lines for entering and leaving bar harbours.","Liaise with the appropriate sea staff and document recommended procedures for deep-sea and harbour towing, including guide lines for entering and leaving bar harbours.",,"Although this has been done verbally over many years, it has now been documented in company procedures as part of compliance with the I.S.M. Code, currently being introduced into the company.",
1997_013,089/97,CAA,1998-04-22,"Reviews the RTF terminology in use for IFR flight tests and training.  In particular the appropriateness of the international interpretation of the meaning intended by a controller's use of the word ""Roger"" and the use of the word ""simulated"" in the New Zealand training environment.","Reviews the RTF terminology in use for IFR flight tests and training.  In particular the appropriateness of the international interpretation of the meaning intended by a controller's use of the word ""Roger"" and the use of the word ""simulated"" in the New Zealand training environment.",,"The CAA is prepared to adopt this recommendation in principle.

We would, however, point out that there may be some difficulty if the recommendation carries the suggestion that New Zealand could or should have a definition or interpretation of the meaning of Roger different from that which is understood and used in the rest of the world.  Similarly, there could be difficulty in instigating a change internationally for the definition or interpretation of a word that has been in use for a very long period of time, and it may well be inappropriate to even initiate such a change. 

The review will be initiated within three months, but no time frame can be given for their completion.",
1997_112,011/98,Tranz Rail,1998-04-15,"Provide road vehicle access, or alternative transport arrangements, to the northern portal of the Rimutaka Tunnel which gives emergency services the ability to respond at the northern portal in a manner similar to that achievable at the southern portal at Maymorn.","Provide road vehicle access, or alternative transport arrangements, to the northern portal of the Rimutaka Tunnel which gives emergency services the ability to respond at the northern portal in a manner similar to that achievable at the southern portal at Maymorn.",,"Tranz Rail is reviewing our emergency response procedures for any occurrence in the Rimutaka Tunnel and we are assisting Emergency Services with the development of a combined emergency plan for significant occurrences.  Access is one part of the review process covered with the plan.  Road vehicle access or, alternative transport arrangements will be considered in the overall plan within the framework of transport at reasonable cost.",
1997_013,088/97,Airways Corp,1998-04-05,Ensure controllers are aware of the nature of the actions which operators intend their pilots to take in the event of a loss of aircraft performance at a stage which prevents one of their aircraft complying with an IFR departure clearance.,Ensure controllers are aware of the nature of the actions which operators intend their pilots to take in the event of a loss of aircraft performance at a stage which prevents one of their aircraft complying with an IFR departure clearance.,,"We believe that the Civil Aviation Act and the rules derived from it make it adequately clear that in any emergency situation the pilot is permitted to act in any way necessary to preserve the safety of the aircraft and its occupants.  Controllers are already adequately trained to deal with such emergencies on the basis that anything might happen and to control other aircraft, not necessarily to achieve normal separation, but, in such a way as to provide as much separation as practical and, to the extent possible, give the emergency aircraft a wide berth and as much assistance as possible.  We expect that pilots understand this principle well enough and that a controller will be better able to assist if the pilot gives as much information as possible.  If it is considered that this is not understood we believe that it is appropriate for the CAA to deliver this message to pilots through the normal channels available to them.

In situations where an emergency does not exist a pilot is required to comply with the ATC clearance or specifically request another one which is able to be complied with.  Pilots must not assume that statements related to the operating status of the aircraft or expressions of intent on their part constitute authority to depart from the terms of a clearance in non emergency situations.  This is particularly important when expressions  such as ""simulated""  are used which are not accepted standards of communications for ATS purposes.  Again CAA is the appropriate organisation to relay this warning to pilots in general.",
1998_102,014/98,Tranz Rail,1998-04-03,Review the criteria for instituting heat patrols to take account of the unknown factor of safety associated with CWR formed under uncontrolled conditions.,Review the criteria for instituting heat patrols to take account of the unknown factor of safety associated with CWR formed under uncontrolled conditions.,,The review is planned as part of our management of CWR.,
1997_013,091/97,Airways Corp,1998-04-03,"Remind controllers of the potential for a serious situation to be overlooked if they answer a transmission which may state information critical to the safety of flight, with ""Roger"" when they have not understood the contents of that message.","Remind controllers of the potential for a serious situation to be overlooked if they answer a transmission which may state information critical to the safety of flight, with ""Roger"" when they have not understood the contents of that message.",,"This recommendation has changed significantly from the preliminary recommendation to which we previously replied.  Airways acknowledges that the controller used the ""Roger"" response to a transmission from the pilot which was not understood by the controller.  While the investigation determined correctly that the controller did not understand the transmission it did not establish that the controller was aware at the time that any misunderstanding existed.  Our response to previous correspondence on the matter tried to make the point that it was understandable why the controller misunderstood the transmission and that the misunderstanding was unlikely to have been recognisable.  We do not think it is conceivable that a controller would use the term ""Roger"" without any further challenge if it were known that there was any misunderstanding.  We therefore don't accept the need to provide the general reminder indicated in the recommendation for circumstances in which the controller is aware of a misunderstanding.  In circumstances where misunderstanding is not recognised the recommendation reminder would have no meaning.",
1998_101,012/98,Tranz Rail,1998-04-03,"Review the rationale for applying speed restrictions during hot weather, and the understanding of those staff required to apply them, to ensure that predictable weak spots are identified and speed restricted.","Review the rationale for applying speed restrictions during hot weather, and the understanding of those staff required to apply them, to ensure that predictable weak spots are identified and speed restricted.",,The issues raised in your safety recommendations have been identified by Tranz Rail and their implementation along with other inputs are being managed as part of our on going CWR management process,
1997_207,007/98,School Trustees Assn.,1998-04-03,"For future educational trips involving the transportation of a school party over water, any power-driven vessel supplied by, or on behalf of, the school should be one that is operated under a safe ship management system.","For future educational trips involving the transportation of a school party over water, any power-driven vessel supplied by, or on behalf of, the school should be one that is operated under a safe ship management system.",,Hampden Street School Board of Trustees decided on 17 March to adopt the Transport Accident Investigation Commission's final safety recommendation 007/98.  Implementation will be immediate.,
1998_102,013/98,Tranz Rail,1998-04-03,Review the programme for destressing all CWR laid at unknown neutral temperatures to ensure that potential buckle sites such as curves on steep grades are given greater priority and that appropriate heat speed restrictions are imposed until destressing is achieved.,Review the programme for destressing all CWR laid at unknown neutral temperatures to ensure that potential buckle sites such as curves on steep grades are given greater priority and that appropriate heat speed restrictions are imposed until destressing is achieved.,,The issues raised in your safety recommendations have been identified by Tranz Rail and their implementation along with other inputs are being managed as part of our on going CWR management process.,
