Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Airframe vibration Wollongong Aerodrome, NSW, 11 June 2008, VH-UAH, Bell Helicopter Co. 412",AO-2008-039,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-039,11/06/2008,Final,30/06/2010
"In-flight shutdown, VH-QOA, 84 km N of Lockhart River Aerodrome, Queensland, 20 June 2008",AO-2008-042,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-042,20/06/2008,Final,25/06/2010
Instrument departure procedure design,AI-2008-038,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ai-2008-038,30/05/2008,Final,09/04/2010
"Collision with terrain 10 km east of Cairns Aerodrome, Qld. Robinson Helicopter Company R44 Clipper II, VH-RYW, 18 June 2008",AO-2008-043,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-043,18/06/2008,Final,09/12/2009
"Brake fire - Wamena Airport, Irian Jaya, Indonesia - 06 March 2008, PK-VTQ, Transall C160NG, Flight data recorder readout - factual report",AE-2008-040,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ae-2008-040,06/03/2008,Final,22/09/2008
"Technical analysis assistance to the NTSC regarding runway excursion, PK-KKT, Boeing 737-408, Batam, Indonesia, 10 March 2008",AE-2008-031,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ae-2008-031,10/03/2008,Final,30/06/2009
"Collision with terrain, Cessna Aircraft Company 210L, VH-IDM, 83 km NE Georgetown, Qld, 15 May 2008",AO-2008-035,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-035,15/05/2008,Final,25/06/2009
Technical Analysis assistance to the RA-Aus regarding CH601XL accident - VH-ZRS,AE-2008-029,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ae-2008-029,07/03/2008,Final,24/06/2009
"Air-ground communication event, 19 km north-north-east of Perth Airport, WA, 28 May 2008",AO-2008-037,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-037,28/05/2008,Final,23/06/2009
"Loss of control – Fairchild Metro III, VH-OZA, 19 km south-east of Sydney Airport, New South Wales, on, 9 April 2008",AO-2008-026,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-026,09/04/2008,Final,16/05/2011
"Aircraft proximity event, VH-VOQ and VH-VQS Launceston Aerodrome, Tasmania, 1 May 2008",AO-2008-030,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-030,01/05/2008,Final,30/06/2010
"American Champion Aircraft Corp 7GCBC, VH-MWY, Camden Aerodrome NSW W/19 km",AO-2008-032,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-032,08/05/2008,Final,24/06/2009
"Operational non-compliance, Perth Airport, WA, 9 May 2008, PK-GEF, Boeing Company 737-8CX",AO-2008-033,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-033,08/05/2008,Final,09/06/2009
"Fuel-related event, 16 km south-east of Townsville Airport, Qld., 9 April 2009",AO-2008-025,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-025,09/04/2008,Final,29/06/2009
Ditching - Brampton Island - 03 April 2008,AO-2008-022,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-022,03/04/2008,Final,20/03/2009
"Collision with terrain Pitts S-2A aircraft, VH-NUK, 7 km north-east of Camden, New South Wales, 18 March 2008",AO-2008-021,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-021,18/03/2008,Final,10/02/2009
Examination of the feasibility of the establishment of a single source or database of known powerlines and tall structures,AI-2008-019,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ai-2008-019,02/04/2008,Final,02/04/2008
"Mid-air collision - 10 km NE of Wee Waa, NSW, 26 February 2008",AO-2008-014,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-014,26/02/2008,Final,26/07/2010
"Procedures-related event, Launceston Airport, Tas., 12 March 2008, VH-VQY, Airbus A320-200",AO-2008-020,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-020,12/03/2008,Final,25/06/2009
"Collision with terrain, VH-KUZ, Airvan GA8, Kalumburu, WA, 26 February 2008",AO-2008-015,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-015,26/02/2008,Final,23/06/2009
"Fumes Event, VH-EBY, 275 km WSW of Sydney, NSW, 25 Feb 2008",AO-2008-013,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-013,25/02/2008,Final,29/05/2009
"Collision with terrain – 7 km NNW Hornsby, NSW, 1 March 2008",AO-2008-017,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-017,01/03/2008,Final,03/10/2008
"Runway excursion, VH-UZD, Thangool Aerodrome, Queensland, 12 February 2008",AO-2008-009,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-009,12/02/2008,Final,25/06/2010
"Hard landing - Darwin Airport, Northern Territory, 7 February 2008, VH-NXE, Boeing Company 717-200",AO-2008-007,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-007,07/02/2008,Final,14/05/2010
"Engine failure – Jabiru, NT, 11 February 2008, VH-VAZ, Beech Aircraft",AO-2008-008,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-008,11/02/2008,Final,15/07/2009
"Mid-air collision - involving Piper PA-18 Super Cub, VH-OUS and Robinson Helicopter R44 Raven, VH-ZDP, 54 km NNW of Gascoyne Junction, WA, on 13 February 2008",AO-2008-010,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-010,13/02/2008,Final,26/06/2009
"Electrical system event - Boeing 747-438, VH-OJM, 25 km NNW of Bangkok International Airport, Thailand, 7 January 2008",AO-2008-003,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-003,07/01/2008,Final,13/12/2010
"Breakdown of separation, VH-TQZ, Tamworth Aerodrome, NSW, 7 February 2008",AO-2008-006,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-006,07/02/2008,Final,20/08/2010
"Crew incapacitation, Brisbane Airport, Qld., 11 January 2008, VH-OBN, Boeing 737-200",AO-2008-004,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-004,11/01/2008,Final,17/06/2009
"Engine Failure - VH-PSQ, Cessna 208, 15 km west of Townsville Airport, Qld, 14 Jan 2008",AO-2008-005,https://www.atsb.gov.au/publications/investigation_reports/2008/aair/ao-2008-005,14/01/2008,Final,05/06/2009
"Engine malfunction: rejected takeoff Mount Isa, Qld",AO-2006-005,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-005,16/12/2006,Final,04/03/2009
"Loss of control, 21 km NE Mount Gambier, SA, 20 December 2006, Kawasaki KH4, VH-LFK",AO-2006-006,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-006,20/12/2006,Final,08/12/2008
"Wirestrike, Nelson, Vic, 24 December 2006, VH-ALO, Auster Aircraft Co. J1/A1",200607801,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200607801,24/12/2006,Final,06/02/2008
"Engine failure; Kununurra Airport, WA; 29 December 2006; VH-FNP, Embraer EMB-110P2 Bandeirante",200607815,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200607815,29/12/2006,Final,02/11/2007
"Sikorsky S-70A, A25-221, near Fiji",200608049,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200608049,29/11/2006,Final,19/10/2007
"In-flight engine failure, 93km N of Perth Airport, WA, 27 November 2006, Beechcraft King Air 200, VH-XDB",AO-2006-007,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-007,27/11/2006,Final,24/06/2009
"Loss of control - VH-BTD, Piper PA-31 Navajo, 50 km N Cairns, QLD, 2 December 2006",AO-2006-153,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-153,02/12/2006,Final,06/05/2009
"Collision with terrain - 19 km NE of Collarenebri, NSW 9 December 2006 VH-CJZ Air Tractor Inc. AT802A",AO-2006-002,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-002,09/12/2006,Final,03/12/2008
"Turbulence event, Adelaide Airport SA, 15 Dec 2006, Boeing Co 737-476, VH-TJH",200607627,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200607627,15/12/2006,Final,26/06/2007
"Runway incursion, Brisbane Airport, QLD, 15 November 2006, VH-VYK, Boeing Company 737-838, Car 22, Airside operations vehicle",200606874,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606874,15/11/2006,Final,31/01/2008
"Aircraft loss of control - Palmers Island, NSW, 2 November 2006, VH-AAL, Bell Helicopter Company 206A",200606570,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606570,02/11/2006,Final,17/12/2007
"Reported Runway Excursion; RAAF Richmond, NSW; UR-BXQ; IL76 TD",200607054,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200607054,22/11/2006,Final,04/05/2007
"Engine in-flight shutdown; 580 km south-west of Adelaide, SA",200606594,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606594,02/11/2006,Final,18/12/2006
"Loss of control - 9 km south-east Raglan, QLD 31 October 2006,VH-ZGZ, Piper PA-31-350",AO-2006-001,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-001,31/10/2006,Final,27/01/2009
"Engine failure - Townsville Airport, Queensland, 1 November 2006, VH-UBX, Cessna Aircraft Company 207",200606542,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606542,01/11/2006,Final,21/04/2008
"Engine power loss, 28 km NE Coolah, NSW, 31 October 2006, VH-KTR, Bell 206 B3 helicopter",200606510,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606510,31/10/2006,Final,17/01/2008
"In-flight break-up - BAC 167 Strikemaster, VH-AKY, 20 km NE Bathurst, NSW, 5 October 2006",200605843,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605843,05/10/2006,Final,09/05/2008
"Hydraulic System Event, Sydney Airport, NSW, 4 October 2006, Bombardier de Havilland DHC-8-315, VH-TQY",200606223,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606223,19/10/2006,Final,06/02/2008
"APU event - Darwin Airport, NT, 11 October 2006, VH-ZXE",200605999,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605999,11/10/2006,Final,31/07/2007
"Collision with Terrain; 102 km north of Port Moresby, Papua New Guinea",200606354,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606354,20/10/2006,Final,03/05/2007
"Smoke event - 65km NNE Melbourne Vic; de Havilland Canada DHC-8, VH-TQX",200606215,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200606215,19/10/2006,Final,02/04/2007
"In-flight engine malfunction and air turn-back, 240 km W Darwin, NT, 24 September 2006, VH-TJI, Boeing Co. 737-476",200605620,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605620,24/09/2006,Final,14/05/2008
"Powerplant/propulsion event – Sydney Airport NSW, 20 September 2006, VH-RXE, SAAB Aircraft AB SF-340B",200605561,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605561,20/09/2006,Final,31/03/2008
"Engine in-flight shutdown - Boeing 777-2H6 aircraft, 9M-MRM, 74km WNW Brisbane Airport, Qld, 18 September 2006",200605505,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605505,18/09/2006,Final,02/10/2007
"Loss of control; Canyonleigh, NSW; Boeing Stearman, N-73410",200605559,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605559,19/09/2006,Final,03/04/2007
"Engine in-flight shutdown, 185 kms south of Karratha, WA, 6 September 2006, VH-NXI, Boeing Co 717-200",200605274,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605274,06/09/2006,Final,17/12/2007
"Loss of Control; Mt Vernon Station, WA; 1 September 2006; VH-RIL, Cessna 172L",200605133,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605133,01/09/2006,Final,11/12/2007
"Erratic Airspeed Indications, 241 km NNE Perth Airport, 7 September 2006, VH-NXI, Boeing 717-200",200605307,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605307,07/09/2006,Final,19/09/2007
"Below minima landing - Perth Airport, WA, 16 September 2006, VH-QPJ, Airbus A330",200605473,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605473,15/09/2006,Final,20/08/2007
"Smoke event, 80 km west-north-west of Ravensthorpe, WA, 29 August 2006, VH-NJE, BAE SYSTEMS BAe 146-100",200605039,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605039,29/08/2006,Final,06/02/2008
"Flight control system event, 120 km north of Brisbane Airport, QLD",200604949,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604949,25/08/2006,Final,10/05/2007
"Rejected takeoff - Hervey Bay, Qld; VH-KEX, Fairchild SA227-DC",200605091,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200605091,25/08/2006,Final,16/02/2007
"Violation of controlled airspace - Tecnam Costruzioni Aeronautiche P2002 and a Fairchild aircraft near Sydney Airport, NSW, 19 August 2006",200604810,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604810,19/08/2006,Final,16/02/2007
"Airprox - 22 km south of Williamtown, NSW",200604809,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604809,19/08/2006,Final,30/11/2006
"In-flight engine fuel leak, 482km NW Darwin; Boeing Co 747-438, VH-OJP",200604807,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604807,18/08/2006,Final,09/11/2006
"Stall warning device event, Alice Springs, NT, 2 August 2006, VH-NXE, Boeing Company 717-200",200604439,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604439,02/08/2006,Final,30/01/2008
"Engine failure; 5 km W Archerfield Aerodrome, QLD; 8 August 2006; VH-WNR, Cessna Aircraft Company 182P",200604514,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604514,08/08/2006,Final,21/11/2007
"Fumes event Pilatus PC-12 aircraft, VH-VWO, 55 km SE of Jandakot Airport, WA, 4 August 2006,",200604475,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604475,04/08/2006,Final,19/12/2006
"In Flight Engine Shutdown, Boeing Aircraft Co 737-400, VH-TJI",200604781,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604781,18/08/2006,Final,19/09/2006
"Airprox; Orange, NSW, VH-UZO and VH-SBA",200604222,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604222,23/06/2006,Final,29/05/2007
"Air-ground communication; 2km NNW Hamilton Island Aero., Qld",200604360,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604360,29/07/2006,Final,16/03/2007
"Engine in-flight shutdown, deHavilland Canada Dash 8, VH-TQR",200604209,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200604209,22/07/2006,Final,03/11/2006
"Smoke Event - Maroochydore, QLD, 15 June 2006, VH-SEF, Fairchild SA227-AC",200603438,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603438,15/06/2006,Final,12/12/2007
"Ditching, 980km north-east of Hilo, Hawaii, USA, VH-CZE",200603333,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603333,09/06/2006,Final,17/05/2007
"Pressurisation system event, Brisbane, VH-QOD",200603726,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603726,29/06/2006,Final,02/04/2007
"Taxi Incident; JFK Airport, New York, USA; 29 May 2006; VH-OEE, Boeing Aircraft Co 747-400",200603130,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603130,29/05/2006,Final,28/06/2007
"Ground Operations event; Soekarno-Hatta Jakarta Airport, Indonesia",200602840,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200602840,04/05/2006,Final,22/06/2007
"Fuel Starvation, 2.4 km north-west of Bathurst Island Aerodrome, VH-JDJ",200603140,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603140,01/06/2006,Final,08/06/2007
Breakdown of separation; 17 km west of Melbourne Airport,200603111,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200603111,31/05/2006,Final,13/03/2007
"ATSB Technical Analysis Report. Technical analysis assistance to the Indonesian National Transportation Safety Committee's ongoing investigation into the incident involving Boeing Co 737-204, PK-YTH on 19 February 2006",200602839,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200602839,19/02/2006,Final,15/04/2008
"Runway incursion; Brisbane Airport, Qld; 21 April 2006; VH-VXS, Boeing Company 737–838; Tug 92, Aircraft tow vehicle",200602099,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200602099,21/04/2006,Final,28/06/2007
"Traffic alert and collision avoidance system, Resolution Advisory, WA",200602115,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200602115,19/04/2006,Final,16/11/2006
"Runway Excursion - Mabuiag Island, Torres Strait",200602199,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200602199,27/04/2006,Final,19/09/2006
"Loss of control, 4 km ENE Archerfield Airport, Queensland, 31 March 2006, Amateur built Lancair 320, VH-BST",200601640,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601640,31/03/2006,Final,03/06/2008
"Engine power loss, Lancair 360, VH-ZNZ, Bankstown Airport, NSW, 5 April 2006",200601688,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601688,05/04/2006,Final,21/02/2007
"Wirestrike; St Albans, NSW; Bell Helicopter Co. 206B III, VH-JIV",200601663,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601663,04/04/2006,Final,14/12/2006
"Collision with terrain, 55km SW Narrandera NSW, Cessna 188B, VH-ZIP",200601509,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601509,26/03/2006,Final,04/12/2006
"Technical analysis assistance to the Indonesian National Transportation Safety Committee's investigation into the serious incident involving Boeing Co 737-329, PK-KKE on 11 February 2006",200601351,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601351,11/02/2006,Final,07/04/2008
"Rejected takeoff - Brisbane Airport, Qld - 19 March 2006 - VN-QPB, Airbus A330-303",200601453,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601453,19/03/2006,Final,05/02/2008
"Analysis of failed turbocharger turbine wheel shafts, Garrett model TH08A",200601367,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601367,15/03/2006,Final,26/06/2007
"Recovery and Analysis of Cockpit Voice Recorder; McDonnell Douglas Corp. MD-82; PK-LMW; Surabaya, Indonesia",200601392,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601392,04/03/2006,Final,26/06/2007
"Warning device event - 232 kms south of Paraburdoo, Western Australia, Boeing 717-200, VH-NXH, 28 February 2006",AO-2006-154,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-154,28/02/2006,Final,26/09/2008
Turbopropeller engine output shaft examination Allied-Signal (Honeywell) TPE331-12,200601133,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601133,09/02/2006,Final,10/07/2007
"Technical Analysis to Recreational Aviation Australia, Microlight Structural Analysis",200601173,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601173,02/03/2006,Final,11/12/2006
"Engine In-Flight Shutdown Cessna Aircraft Company 441, VH-LBA",200601053,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200601053,27/02/2006,Final,29/09/2006
"Aircraft loss of control, 56 km S of Lombadina, WA, 15 February 2006, VH-OTV, Viking Air Ltd DHC-3-T 'Turbo-Otter'",200600837,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600837,15/02/2006,Final,25/01/2008
"Aircraft loss of control – 20 km SSW of Cootamundra, NSW – 16 February 2006 VH-FVF, PZL M-18A, Dromader",200600851,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600851,16/02/2006,Final,31/10/2007
"Collision with terrain; 10 km west of Gunpowder Mine, Qld; 21 February 2006; VH-HBS, Robinson Helicopter R44",200600979,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600979,21/02/2006,Final,02/10/2007
"NTSC Assistance: McDonnell Douglas Corp., MD-82; Makassar, Indonesia; PK-LMJ",200600958,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600958,18/01/2006,Final,23/04/2007
"Engine Failure; Lake Burbury, Tasmania; 5 February 2006; VH-KLP, Cessna Aircraft Company 208",200600563,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600563,05/02/2006,Final,09/10/2007
"Loss of Control; St Kilda, Vic; VH-WYS Robinson Helicopter Company R44",200600738,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600738,12/02/2006,Final,08/02/2007
"Ground Collision, Melbourne Airport, Boeing Co 767-338ER and 747-422",200600524,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600524,02/02/2006,Final,30/06/2006
"Runway separation Boeing VH-VXR, British Aero Plc BAe VH-NJN",200600633,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600633,24/01/2006,Final,28/06/2006
"Wirestrike; 15km east of Parkes Aerodrome, NSW; VH-MFI, Bell Helicopter Co 206B (III)",AO-2006-155,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-155,02/02/2006,Final,03/08/2007
Breakdown of coordination - 13 km NE of Melbourne Airport,200600395,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600395,25/01/2006,Final,05/03/2007
"Loss of separation between a Boeing 737 aircraft, VH-VXC and a Boeing 777 aircraft, 9V-SVH, 25 January 2006",200600396,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600396,25/01/2006,Final,28/06/2006
"Collision with powerlines Brantly B-2B Helicopter VH-FBE, Gulgong NSW",200600383,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600383,22/01/2006,Final,31/05/2006
"Aircraft loss of control, 4 km E McArthur River Mine Aerodrome, NT, 19 January 2006, VH-MNI, Beech Aircraft Corp 58",AO-2006-004,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/ao-2006-004,19/01/2006,Final,05/11/2007
"Loss of control – Browns Is. Port Hedland, WA, VH-KVN",200600039,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600039,04/01/2006,Final,24/10/2006
"Electrical System Event Saab Aircraft AB, SF-340B, VH-ORX Lismore NSW",200600160,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600160,16/01/2006,Final,30/06/2006
"Collision with terrain; Willowbank, Qld; 2 January 2006; VH-UYB, Cessna Aircraft Company U206",200600001,https://www.atsb.gov.au/publications/investigation_reports/2006/aair/aair200600001,02/01/2006,Final,30/10/2007
"NTSB requested assistance, In-flight breakup; Watson's Island, USA, N2969",200507079,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200507079,19/12/2005,Final,20/04/2007
"Technical assistance with examination of CVR, Boeing Aircraft Co. 737-230; PK-RIM; Medan Pollonia Airport, Indonesia",200604137,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200604137,05/09/2005,Final,13/09/2006
"Engine failure/loss of control, Beech Aircraft Corp C90, VH-LQH",200507077,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200507077,27/11/2001,Final,24/08/2006
"Engine failure; 93km east of Adelaide Airport, SA; 23 December 2005",200506834,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506834,23/12/2005,Final,17/05/2007
"Lightning Strike, Near Darwin, NT; VH-FWI Fokker F28 Mk 100",200506780,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506780,17/12/2005,Final,05/12/2006
"Near collision on ground - Bankstown Airport, NSW; 15 Dec 2005",200506646,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506646,15/12/2005,Final,31/08/2006
"Close Proximity between a Boeing 717, VH-VQI and British Aircraft Corp 167 aircraft, VH-LLD, 9 km south of Williamtown Aero NSW, 18 December 2005",200506650,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506650,18/12/2005,Final,28/06/2006
"Smoke event; 89km SE Mackay, Qld; 9 December 2005; VH-EEQ",200506380,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506380,09/12/2005,Final,22/05/2007
"Collision - Piper Aircrafts PA-28-161; VH-BZA; VH-UMB, 10 December 2005",200506443,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506443,10/12/2005,Final,10/08/2006
"Uncommanded nose-up pitch, Kawasaki Heavy Industries, BK117 B-2, VH-IME",200506614,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506614,07/12/2005,Final,20/07/2006
"Breakdown of Separation, Boeing Co 747-438 &amp; 767-300, VH-OJO &amp; UR-VVF",200506508,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506508,03/12/2005,Final,28/06/2006
"In-flight breakup; 28 km north of Condobolin, NSW; 2 December 2005; VH-PYN, Piper Aircraft Corporation PA-31-350",200506266,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506266,02/12/2005,Final,11/10/2007
Engine Failure; 74km SE Melbourne Airport; de Havilland Canada Dash 8,200506294,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506294,03/12/2005,Final,11/05/2007
"Warning device event 46km W of Mackay Qld; Boeing Co 737-7Q8, VH-VBC",200506298,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506298,02/12/2005,Final,20/03/2007
"Cessna Aircraft Company, 150G; VH-KPQ",200506306,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200506306,06/12/2005,Final,05/06/2006
"Loss of Pressurisation; 15km north-west of Jindabyne, NSW",200505683,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505683,09/11/2005,Final,06/02/2007
"In-flight engine fuel leak - Nadi, Fiji - Boeing 747-438, VH-OJD",200505952,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505952,18/11/2005,Final,08/11/2006
"Wheels-up landing, Piper Aircraft Corp. PA-31, VH-DEQ",200505808,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505808,12/11/2005,Final,05/10/2006
"Failure to Comply - 37km E Sydney Airport, Boeing Co 777-300, A6-EBG",200505623,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505623,06/11/2005,Final,29/06/2006
"Boeing Co 717-200, VH-NXE and Cessna Aircraft Company 310R, VH-JOI",200505925,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505925,17/11/2005,Final,31/05/2006
"Aircraft loss of control, Ballidu, WA, VH-NIT, Air Tractor AT-602",200505236,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505236,22/10/2005,Final,03/08/2007
Breakdown of Co-ordination; Gold Coast Airport; VH-VQH and VH-VQV,200505536,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505536,03/11/2005,Final,07/06/2007
"Runway Incursion, Sydney (Kingsford Smith) Airport, 20 October 2005",200505170,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505170,20/10/2005,Final,06/12/2006
"Loss of tail rotor authority - 9km N Warwick Qld, VH-SUV",200505332,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505332,27/10/2005,Final,30/06/2006
"Impact with terrain, Beech Aircraft Bonanza, VH-BKM, 35km E Tenterfield NSW, 24 September 2005",200504847,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504847,24/09/2005,Final,09/08/2006
